time	NAA-L Phase	NAA-L Amp	NPM-L Phase	NPM-L Amp
43126	-1419.529	26.62307	-1116.228	37.93085
43127	-1419.578	26.78631	-1116.632	37.9587
43128	-1419.777	26.78452	-1116.394	37.88591
43129	-1420.996	26.82281	-1116.561	37.8822
43130	-1419.226	26.77276	-1116.516	37.96281
43131	-1419.681	26.86979	-1116.294	37.97823
43132	-1420.028	26.85625	-1116.221	37.95196
43133	-1419.757	26.83088	-1116.05	37.99478
43134	-1419.853	26.73986	-1115.915	37.94939
43135	-1420.028	26.80529	-1115.904	37.99648
43136	-1419.203	26.83127	-1116.182	37.97395
43137	-1419.194	26.74641	-1115.17	37.95298
43138	-1420.376	26.91607	-1115.52	37.88154
43139	-1419.596	26.68828	-1115.708	37.90443
43140	-1419.203	26.81293	-1115.811	37.94625
43141	-1421.501	26.74886	-1115.578	38.02113
43142	-1420.225	26.70356	-1115.556	37.9203
43143	-1419.615	26.86657	-1115.565	37.9573
43144	-1420.155	26.76991	-1115.323	37.93967
43145	-1419.95	26.85505	-1115.068	37.96395
43146	-1419.491	26.85415	-1115.301	37.97196
43147	-1420.136	26.79758	-1115.16	37.93269
43148	-1420.774	26.76409	-1115.418	37.97142
43149	-1419.864	26.72642	-1114.691	37.94273
43150	-1420.014	26.76479	-1114.867	37.97754
43151	-1419.494	26.92891	-1114.705	37.95906
43152	-1420.218	26.81281	-1114.63	37.93443
43153	-1419.418	26.86774	-1114.735	37.90788
43154	-1419.637	26.83796	-1114.35	37.93689
43155	-1419.618	26.82089	-1114.525	37.93114
43156	-1420.183	26.69465	-1114.549	37.96635
43157	-1419.671	26.7592	-1114.193	37.89211
43158	-1420.242	26.78852	-1113.81	37.90009
43159	-1419.478	26.78525	-1114.382	37.92348
43160	-1419.824	26.86256	-1114.45	37.94758
43161	-1420.252	26.73096	-1113.899	37.96128
43162	-1419.619	26.60427	-1114.231	37.97395
43163	-1420.259	26.83055	-1114.246	37.94627
43164	-1419.42	26.83764	-1113.653	37.92218
43165	-1419.642	26.75588	-1114.144	37.94468
43166	-1419.953	26.78562	-1113.909	37.87924
43167	-1419.963	26.69604	-1113.617	37.95146
43168	-1419.662	26.82053	-1113.649	37.9086
43169	-1419.656	26.72917	-1113.66	37.9323
43170	-1419.687	26.69355	-1113.607	37.83541
43171	-1419.017	26.73491	-1113.142	37.8546
43172	-1418.618	26.69712	-1113.392	37.93268
43173	-1420.155	26.74047	-1113.17	37.94879
43174	-1419.771	26.78187	-1113.442	37.92017
43175	-1420.888	26.82349	-1113.063	37.93615
43176	-1419.835	26.80578	-1112.924	37.92541
43177	-1419.116	26.74909	-1113.133	37.95028
43178	-1419.759	26.89106	-1112.983	37.90211
43179	-1420.305	26.88429	-1112.539	37.91745
43180	-1420.137	26.84893	-1112.781	37.96097
43181	-1421.042	26.84145	-1112.986	37.9271
43182	-1420.577	26.82478	-1112.783	37.92188
43183	-1420.157	26.88451	-1112.753	37.89591
43184	-1420.096	26.70016	-1112.824	37.91776
43185	-1420.904	26.91774	-1112.638	37.9099
43186	-1419.533	26.75255	-1112.425	37.86817
43187	-1420.394	26.82945	-1112.588	37.90481
43188	-1419.799	27.03294	-1112.635	37.89249
43189	-1420.66	26.92459	-1113.139	37.82595
43190	-1419.203	26.6753	-1112.431	37.91898
43191	-1421.865	26.83803	-1112.242	37.91403
43192	-1420.74	26.97031	-1112.211	37.85377
43193	-1420.199	26.81482	-1111.928	37.8874
43194	-1420.655	26.85358	-1112.143	37.87097
43195	-1420.244	26.74221	-1112.075	37.86961
43196	-1420.246	26.73041	-1112.017	37.84592
43197	-1419.496	26.90186	-1112.054	37.86881
43198	-1420.498	26.76872	-1111.801	37.86119
43199	-1420.532	26.81533	-1112.051	37.82683
43200	-1420.497	26.8695	-1111.591	37.79838
43201	-1420.572	26.94833	-1111.456	37.79145
43202	-1419.742	27.08922	-1111.513	37.8247
43203	-1420.543	26.84139	-1111.166	37.79603
43204	-1420.316	26.88511	-1111.446	37.71848
43205	-1420.357	26.91822	-1111.474	37.84697
43206	-1420.789	26.91382	-1111.491	37.86692
43207	-1420.871	26.94058	-1111.207	37.82071
43208	-1420.516	26.77911	-1110.908	37.82416
43209	-1421.458	26.81938	-1111.1	37.84953
43210	-1421.527	26.79497	-1111.375	37.7896
43211	-1420.988	26.76279	-1110.724	37.8122
43212	-1421.109	26.8387	-1110.442	37.75073
43213	-1421.172	26.77679	-1111.016	37.79219
43214	-1420.003	26.78628	-1110.634	37.77321
43215	-1419.553	26.89007	-1110.795	37.77573
43216	-1421.434	26.80962	-1110.394	37.73372
43217	-1421.229	26.68024	-1110.561	37.80999
43218	-1420.52	26.94718	-1110.295	37.70404
43219	-1420.455	26.82882	-1110.118	37.7381
43220	-1420.976	26.82517	-1110.101	37.75211
43221	-1420.213	26.88364	-1109.939	37.70601
43222	-1420.148	26.89167	-1110.01	37.71563
43223	-1420.502	26.80648	-1110.054	37.7029
43224	-1420.545	26.87988	-1110.342	37.70589
43225	-1420.363	26.86463	-1109.705	37.66526
43226	-1419.918	26.93514	-1109.618	37.67832
43227	-1420.911	26.84105	-1109.489	37.64632
43228	-1419.691	26.94478	-1109.493	37.6408
43229	-1420.808	26.82632	-1109.348	37.66684
43230	-1420.59	26.92464	-1109.295	37.68207
43231	-1420.525	27.22933	-1109.962	37.67204
43232	-1420.416	27.0604	-1108.996	37.56427
43233	-1421.129	26.93725	-1109.468	37.62555
43234	-1420.842	26.83705	-1109.592	37.6109
43235	-1421.243	26.83502	-1109.396	37.62636
43236	-1420.73	27.13531	-1108.825	37.60245
43237	-1421.339	27.18231	-1109.423	37.57347
43238	-1421.134	27.01949	-1108.75	37.53694
43239	-1420.332	26.87761	-1108.558	37.53798
43240	-1420.974	26.88372	-1108.689	37.61422
43241	-1420.597	26.80185	-1108.458	37.6127
43242	-1419.575	26.96096	-1108.37	37.55146
43243	-1420.706	26.99965	-1108.581	37.55294
43244	-1420.496	26.91438	-1108.556	37.59351
43245	-1420.485	26.94793	-1108.642	37.53444
43246	-1420.724	26.94553	-1108.753	37.41181
43247	-1420.828	27.03148	-1108.673	37.52912
43248	-1420.028	27.04396	-1108.396	37.50694
43249	-1420.86	26.91744	-1108.039	37.51617
43250	-1420.058	27.26521	-1108.098	37.40768
43251	-1421.506	27.17907	-1108.152	37.45307
43252	-1420.789	26.94246	-1107.973	37.48789
43253	-1421.096	26.94765	-1107.848	37.4656
43254	-1421.527	26.94193	-1108.342	37.4326
43255	-1420.652	26.99205	-1107.577	37.48403
43256	-1421.257	26.7802	-1107.878	37.46201
43257	-1420.622	26.76434	-1108.163	37.35805
43258	-1420.596	26.89954	-1108.169	37.40165
43259	-1420.122	26.92629	-1107.772	37.43021
43260	-1420.372	26.9739	-1107.491	37.40694
43261	-1420.573	26.93771	-1107.37	37.42956
43262	-1420.568	27.11579	-1107.274	37.37516
43263	-1420.393	27.05323	-1107.028	37.38239
43264	-1421.588	26.97515	-1107.135	37.38683
43265	-1419.661	27.1191	-1106.719	37.33184
43266	-1420.454	26.97052	-1106.922	37.37033
43267	-1420.144	26.96499	-1107.176	37.33784
43268	-1420.356	26.86492	-1106.926	37.35784
43269	-1420.459	26.91147	-1107.363	37.32442
43270	-1421.628	27.0301	-1107.253	37.28011
43271	-1420.58	26.94155	-1107.018	37.2711
43272	-1420.953	27.00086	-1106.865	37.24895
43273	-1420.746	26.95918	-1106.672	37.23689
43274	-1421.249	26.91774	-1106.426	37.24073
43275	-1420.317	26.93341	-1106.582	37.31629
43276	-1421.541	26.95015	-1106.137	37.21243
43277	-1420.784	26.86892	-1106.383	37.1882
43278	-1420.793	26.83711	-1106.584	37.19817
43279	-1420.482	26.95313	-1106.313	37.16855
43280	-1421.305	26.93446	-1106.147	37.1873
43281	-1421.012	26.90478	-1106.266	37.19429
43282	-1421.223	26.89636	-1106.086	37.20827
43283	-1421.619	26.76522	-1105.886	37.16733
43284	-1420.768	26.98906	-1106.275	37.18519
43285	-1420.41	26.92545	-1105.673	37.15535
43286	-1421.186	26.96282	-1105.717	37.1946
43287	-1421.814	26.93519	-1106.057	37.17777
43288	-1420.223	26.86289	-1106.07	37.16701
43289	-1420.773	26.88547	-1105.411	37.14864
43290	-1422.161	26.81543	-1105.509	37.15999
43291	-1420.978	26.91883	-1105.515	37.15918
43292	-1421.23	26.94398	-1105.383	37.08305
43293	-1421.563	26.82191	-1105.26	37.10617
43294	-1420.501	27.23765	-1104.907	37.12029
43295	-1420.883	26.97644	-1105.573	37.08964
43296	-1421.369	26.91435	-1105.282	37.10315
43297	-1421.378	26.98644	-1105.441	37.13865
43298	-1421.192	26.93773	-1105.201	37.08976
43299	-1420.53	27.00977	-1104.793	37.08149
43300	-1420.86	26.77898	-1104.482	36.99866
43301	-1421.335	26.85719	-1104.772	36.97309
43302	-1421.905	27.0167	-1104.696	37.02559
43303	-1420.628	26.88092	-1104.543	37.05172
43304	-1421.401	26.85487	-1104.425	37.05767
43305	-1421.269	26.79304	-1104.671	37.03461
43306	-1421.685	26.87335	-1104.571	36.95049
43307	-1421.501	27.04791	-1104.291	36.99797
43308	-1422.197	26.92121	-1104.819	36.98526
43309	-1422.066	27.01831	-1104.455	37.05996
43310	-1421.308	26.86056	-1104.07	36.96863
43311	-1422.126	27.21092	-1104.137	36.94527
43312	-1421.957	27.21789	-1103.924	36.97031
43313	-1421.048	27.00009	-1104.157	36.96021
43314	-1421.444	27.02295	-1104.052	36.93398
43315	-1421.477	27.02873	-1104.318	37.01802
43316	-1420.533	26.99595	-1103.766	36.96613
43317	-1421.568	27.00489	-1104.034	36.93618
43318	-1421.853	26.92043	-1103.781	36.95767
43319	-1422.709	26.85494	-1103.616	36.92432
43320	-1421.842	27.0637	-1103.602	36.92409
43321	-1422.131	27.16927	-1103.585	37.002
43322	-1420.795	27.00035	-1103.739	36.89361
43323	-1421.312	27.06752	-1103.896	36.89201
43324	-1422.2	26.95255	-1103.72	36.93182
43325	-1422.302	26.9888	-1103.389	36.88219
43326	-1422.488	26.86901	-1103.527	36.8972
43327	-1422.313	26.88177	-1103.421	36.9631
43328	-1421.059	26.85018	-1103.289	36.91372
43329	-1420.491	26.87383	-1103.312	36.86522
43330	-1422.468	26.89027	-1102.913	36.88962
43331	-1422.006	26.9077	-1103.436	36.86537
43332	-1420.878	27.07916	-1102.962	36.944
43333	-1421.836	26.97266	-1103.257	36.9697
43334	-1421.758	26.97965	-1102.791	36.9525
43335	-1421.64	27.10088	-1103.348	36.8999
43336	-1420.808	27.1322	-1103.319	36.8438
43337	-1421.631	27.22009	-1102.396	36.87933
43338	-1421.062	27.0025	-1103.151	36.82791
43339	-1420.619	27.14235	-1102.849	36.9109
43340	-1421.546	27.03733	-1102.902	36.87991
43341	-1420.777	27.12328	-1102.376	36.86784
43342	-1421.488	27.15213	-1102.199	36.87524
43343	-1421.278	27.21787	-1102.614	36.88524
43344	-1421.84	27.02121	-1102.274	36.89125
43345	-1421.369	27.07983	-1102.389	36.87529
43346	-1422.362	27.02752	-1102.342	36.82038
43347	-1420.801	26.97261	-1101.782	36.92752
43348	-1421.208	27.02137	-1101.436	36.85095
43349	-1421.967	27.12311	-1101.802	36.85594
43350	-1421.359	27.08651	-1101.807	36.84311
43351	-1422.005	27.18566	-1101.949	36.87419
43352	-1422.414	27.05613	-1101.418	36.78452
43353	-1421.591	27.10711	-1101.689	36.82329
43354	-1422.199	27.10882	-1101.309	36.89861
43355	-1422.59	27.088	-1101.033	36.85513
43356	-1421.711	27.07594	-1101.034	36.93699
43357	-1421.461	27.06774	-1100.941	36.8769
43358	-1421.387	27.05885	-1101.146	36.86524
43359	-1421.333	27.16278	-1101.082	36.82335
43360	-1421.753	27.14111	-1101.009	36.8493
43361	-1420.081	27.18756	-1101.21	36.89552
43362	-1421.791	27.03009	-1100.962	36.84787
43363	-1420.421	27.18216	-1101.553	36.8797
43364	-1421.681	27.11664	-1100.981	36.96257
43365	-1421.194	27.13125	-1100.629	36.85768
43366	-1421.762	27.01553	-1100.47	36.92296
43367	-1422.332	27.21124	-1100.954	36.8796
43368	-1421.879	27.16966	-1100.83	36.86163
43369	-1422.051	27.2256	-1100.796	36.87979
43370	-1422.238	27.26208	-1100.501	36.85597
43371	-1422.838	27.08929	-1100.572	36.89472
43372	-1422.613	27.20583	-1100.335	36.90807
43373	-1422.05	27.08921	-1100.171	36.88471
43374	-1421.673	27.12136	-1099.437	36.77199
43375	-1422.503	27.02578	-1099.738	36.80862
43376	-1421.834	27.14406	-1099.625	36.79057
43377	-1422.466	26.90346	-1100.097	36.8633
43378	-1423.067	27.26614	-1099.522	36.91017
43379	-1422.898	27.22807	-1099.035	36.90868
43380	-1422.056	27.26274	-1099.518	36.86388
43381	-1422.805	27.20201	-1099.421	36.87791
43382	-1422.44	27.06927	-1099.41	36.8371
43383	-1422.242	27.043	-1099.06	36.86537
43384	-1422.848	27.03782	-1098.972	36.83508
43385	-1422.12	27.06819	-1099.42	36.79566
43386	-1423.319	26.91991	-1099.147	36.83961
43387	-1422.688	27.02767	-1098.799	36.8541
43388	-1422.877	27.11863	-1098.369	36.83999
43389	-1422.008	27.04372	-1098.531	36.84543
43390	-1422.886	26.9643	-1098.912	36.87633
43391	-1421.534	27.05193	-1098.403	36.82855
43392	-1421.997	27.02835	-1098.344	36.81747
43393	-1422.086	26.99124	-1098.279	36.8013
43394	-1422.719	27.11836	-1098.3	36.81297
43395	-1422.957	27.0027	-1098.067	36.86036
43396	-1422.042	27.00074	-1098.144	36.87
43397	-1421.927	27.11868	-1097.653	36.8119
43398	-1423.028	27.13752	-1097.78	36.888
43399	-1422.675	27.10773	-1097.629	36.88059
43400	-1421.889	27.00819	-1096.98	36.86472
43401	-1422.185	27.03472	-1097.793	36.79179
43402	-1422.454	26.98925	-1097.151	36.85617
43403	-1422.029	27.13005	-1097.293	36.84846
43404	-1421.697	27.10938	-1096.893	36.83661
43405	-1422.704	27.07869	-1096.806	36.8449
43406	-1422.265	27.0612	-1097.105	36.79081
43407	-1422.691	27.06426	-1096.837	36.80271
43408	-1422.402	27.10187	-1097.041	36.85612
43409	-1422.514	27.02273	-1096.756	36.83218
43410	-1422.513	27.03183	-1096.571	36.80306
43411	-1421.804	27.14226	-1096.512	36.79299
43412	-1422.722	27.036	-1096.261	36.76343
43413	-1423.037	27.19001	-1095.956	36.80865
43414	-1423.001	27.13235	-1096.674	36.78534
43415	-1423.684	27.45897	-1095.868	36.792
43416	-1422.478	27.26143	-1095.984	36.7622
43417	-1422.628	27.19628	-1095.455	36.71288
43418	-1422.289	27.03458	-1095.157	36.77445
43419	-1422.612	27.04705	-1095.407	36.80891
43420	-1422.717	27.01187	-1095.352	36.78557
43421	-1422.519	27.20705	-1094.856	36.66577
43422	-1422.163	27.13711	-1095.66	36.73081
43423	-1421.762	27.15488	-1095.076	36.72651
43424	-1423.98	27.05122	-1095.196	36.7423
43425	-1422.635	27.28493	-1094.951	36.71711
43426	-1423.864	27.10399	-1094.976	36.73045
43427	-1423.417	27.18065	-1094.788	36.66877
43428	-1422.762	27.13928	-1095.093	36.61586
43429	-1424.505	27.11042	-1094.493	36.64187
43430	-1423.186	27.11661	-1094.317	36.71014
43431	-1422.788	27.07429	-1094.039	36.62605
43432	-1422.286	27.02615	-1093.968	36.64616
43433	-1422.624	27.03325	-1094.144	36.67726
43434	-1423.176	27.17868	-1093.902	36.64719
43435	-1423.385	27.2147	-1093.823	36.67328
43436	-1423.204	27.16789	-1094.212	36.70658
43437	-1422.89	27.22352	-1093.72	36.70414
43438	-1423.201	27.09548	-1093.564	36.59262
43439	-1423.098	27.09431	-1093.273	36.60629
43440	-1421.952	27.16179	-1093.749	36.70509
43441	-1422.538	27.11176	-1093.047	36.64877
43442	-1422.956	27.21659	-1092.636	36.58817
43443	-1422.983	27.05119	-1092.675	36.73531
43444	-1423.06	27.06724	-1093.179	36.65879
43445	-1422.976	27.11652	-1092.525	36.56797
43446	-1424.484	27.12236	-1092.951	36.55961
43447	-1423.301	27.05976	-1092.6	36.60036
43448	-1421.968	27.14618	-1092.583	36.49562
43449	-1422.847	27.0494	-1092.469	36.5368
43450	-1422.712	27.13692	-1092.36	36.47138
43451	-1422.993	27.23145	-1092.167	36.54762
43452	-1423.615	27.11361	-1092.086	36.58861
43453	-1423.487	27.07518	-1092.141	36.5679
43454	-1423.182	27.1048	-1091.748	36.54478
43455	-1423.471	27.25551	-1092.239	36.55627
43456	-1422.636	27.08127	-1092.267	36.48731
43457	-1423.008	27.17276	-1091.8	36.46611
43458	-1423.659	27.29151	-1091.874	36.5687
43459	-1423.083	27.14811	-1092.1	36.56173
43460	-1423.333	27.26874	-1092.206	36.49342
43461	-1423.606	27.1604	-1091.652	36.45866
43462	-1422.827	27.20788	-1091.364	36.46866
43463	-1423.257	27.12987	-1091.606	36.50499
43464	-1423.012	27.07604	-1091.642	36.4816
43465	-1423.567	27.05517	-1091.307	36.47049
43466	-1423.563	27.19493	-1091.396	36.49393
43467	-1423.666	27.16408	-1091.213	36.36071
43468	-1423.597	27.16158	-1091.099	36.45696
43469	-1423.623	27.20518	-1091.281	36.3988
43470	-1423.425	27.26301	-1091.189	36.40053
43471	-1424.123	27.19053	-1090.897	36.43419
43472	-1423.306	27.32481	-1090.69	36.36775
43473	-1422.849	27.14275	-1091.067	36.35649
43474	-1422.801	27.28955	-1090.89	36.37026
43475	-1423.297	27.09892	-1090.844	36.40133
43476	-1423.667	27.24258	-1090.73	36.3038
43477	-1424.111	27.12533	-1090.677	36.31737
43478	-1423.4	27.16727	-1090.496	36.34072
43479	-1423.518	27.32826	-1090.742	36.32644
43480	-1423.019	27.0741	-1091.086	36.31558
43481	-1423.734	27.19076	-1090.725	36.2428
43482	-1422.787	27.20192	-1090.577	36.3163
43483	-1422.923	27.13198	-1090.822	36.33998
43484	-1423.472	27.10327	-1089.994	36.26116
43485	-1423.021	27.01929	-1090.11	36.21719
43486	-1423.206	27.07112	-1090.166	36.27583
43487	-1422.558	26.90725	-1090.452	36.25315
43488	-1423.684	27.12375	-1089.664	36.16072
43489	-1422.56	27.25229	-1089.595	36.16679
43490	-1424.348	27.17655	-1089.888	36.23698
43491	-1424.315	27.34145	-1090.208	36.19563
43492	-1423.541	27.10604	-1089.979	36.23722
43493	-1423.81	27.3194	-1090.019	36.16935
43494	-1423.17	27.14647	-1089.849	36.21872
43495	-1423.939	27.06536	-1089.387	36.09816
43496	-1423.376	27.24581	-1089.578	36.14507
43497	-1422.927	27.26534	-1089.648	36.13701
43498	-1423.662	27.19945	-1089.777	36.11333
43499	-1423.284	27.29311	-1089.058	36.10196
43500	-1424.136	27.36061	-1089.121	36.10412
43501	-1424.112	27.17066	-1089.349	36.09776
43502	-1423.925	27.0758	-1089.285	36.02663
43503	-1424.003	27.1382	-1089.257	36.07467
43504	-1423.959	27.20819	-1089.015	36.06099
43505	-1423.371	27.2322	-1088.798	36.0603
43506	-1423.413	27.17626	-1089.788	36.06304
43507	-1423.794	27.15046	-1089.331	36.02425
43508	-1423.851	27.07745	-1088.9	35.97995
43509	-1424.002	27.01439	-1089.073	36.03971
43510	-1424.01	27.28552	-1089.241	35.99496
43511	-1424.183	27.42922	-1089.235	35.99885
43512	-1423.51	27.23025	-1088.713	35.97013
43513	-1422.837	27.24219	-1088.952	35.94869
43514	-1422.677	27.33824	-1088.778	36.01062
43515	-1424.497	27.18471	-1088.359	35.98759
43516	-1424.727	27.24963	-1087.971	36.00501
43517	-1423.882	27.2263	-1088.054	35.91822
43518	-1424.431	27.34919	-1088.085	36.07407
43519	-1424.193	27.2227	-1087.814	35.88917
43520	-1424.514	27.27842	-1088.503	35.96183
43521	-1424.277	27.38115	-1087.542	35.91349
43522	-1424.491	27.3033	-1088.254	35.9156
43523	-1424.516	27.33756	-1088.146	35.91058
43524	-1423.826	27.19713	-1087.662	35.97467
43525	-1424.435	27.22052	-1088.085	35.97647
43526	-1424.326	27.26896	-1087.902	35.85987
43527	-1422.95	27.23566	-1087.597	35.97378
43528	-1423.909	27.20118	-1087.765	35.94525
43529	-1423.454	27.28959	-1087.832	35.93086
43530	-1423.165	27.29878	-1087.802	35.88687
43531	-1422.857	27.13609	-1087.771	35.89785
43532	-1424.042	27.25397	-1087.717	35.84663
43533	-1424.502	27.10031	-1087.749	35.89933
43534	-1422.831	27.27235	-1087.545	35.86247
43535	-1423.806	27.23411	-1087.832	35.88406
43536	-1423.21	27.18056	-1087.446	35.8592
43537	-1424.285	27.30132	-1087.677	35.86086
43538	-1424.267	27.23238	-1087.437	35.7956
43539	-1423.711	27.15953	-1087.309	35.83396
43540	-1425.059	27.02056	-1086.875	35.81944
43541	-1425.11	27.33629	-1086.942	35.88805
43542	-1425.253	27.10651	-1087.365	35.80182
43543	-1424.322	27.05754	-1087.065	35.85891
43544	-1424.301	27.2804	-1086.817	35.78693
43545	-1424.655	27.19368	-1087.008	35.81608
43546	-1425.349	27.24428	-1086.739	35.8734
43547	-1425.939	27.20146	-1086.977	35.75286
43548	-1424.926	27.15686	-1086.686	35.85049
43549	-1424.951	27.30982	-1086.451	35.82523
43550	-1424.951	27.24365	-1086.604	35.84283
43551	-1425.022	27.36214	-1086.512	35.81828
43552	-1425.155	27.28177	-1086.13	35.94342
43553	-1425.637	27.24521	-1086.564	35.82466
43554	-1425.606	27.29646	-1086.26	35.79215
43555	-1424.531	27.42063	-1086.324	35.81393
43556	-1425.492	27.44943	-1085.682	35.86073
43557	-1424.668	27.41072	-1085.77	35.77021
43558	-1424.699	27.26509	-1085.84	35.80826
43559	-1425.12	27.29411	-1085.874	35.78841
43560	-1425.244	27.35313	-1085.687	35.7931
43561	-1426.328	27.28144	-1085.844	35.90302
43562	-1425.788	27.4154	-1085.737	35.86084
43563	-1423.961	27.33883	-1085.513	35.93599
43564	-1425.25	27.22412	-1085.587	35.91127
43565	-1424.989	27.30437	-1085.403	35.83828
43566	-1423.986	27.25347	-1085.586	35.81939
43567	-1425.116	27.22776	-1085.72	35.8863
43568	-1425.105	27.11001	-1085.657	35.80078
43569	-1425.259	27.33272	-1085.745	35.84483
43570	-1425.225	27.34155	-1085.273	35.80805
43571	-1424.913	27.29163	-1085.411	35.82554
43572	-1424.871	27.37118	-1085.101	35.87793
43573	-1424.05	27.22657	-1085.491	35.87083
43574	-1425.462	27.24577	-1085.134	35.82177
43575	-1425.129	27.21229	-1085.003	35.84844
43576	-1424.252	27.2499	-1084.626	35.68899
43577	-1425.646	27.14979	-1084.69	35.79259
